,Brand_name,Brand_detail_name,prices,RAM,Storage,Has_ssd,Core,Gen,Discount_Percentage,Operating_System,Warranty_Period,Space_Score
497,Dell,Dell Inspiron 7430 2 in 1 Touch Laptop ,87290,16,1024,1,i5,13,3.0,11,1,0
498,Dell,Dell Vostro 3430 VN3430RHXFG001ORB1 Laptop ,59422,8,512,1,i5,13,1.0,11,1,0
499,Dell,Dell Inspiron 3525 Laptop ,34890,8,512,1,,,5.0,11,1,58
500,Asus,Asus TUF Gaming F15 FX577ZC-HN192W Gaming Laptop ,89990,16,1024,1,i7,12,,11,1,0
501,MSI,MSI Thin GF63 12VF-663IN Gaming Laptop ,89990,16,512,1,i7,12,9.0,11,1,0
502,MSI,MSI Katana 17 B12VGK-672IN Gaming Laptop ,134990,16,1024,1,i7,12,2.0,11,1,0
503,MSI,MSI Thin GF63 11SC-1494IN Gaming Laptop ,41990,8,512,1,i5,11,12.0,11,1,0
504,MSI,MSI Thin GF63 12VE-664IN Gaming Laptop ,90990,16,1024,1,i7,12,,11,1,0
505,MSI,MSI Thin GF63 11UC-1490IN Gaming Laptop ,54990,16,1024,1,i5,11,6.0,11,1,0
506,MSI,MSI Thin GF63 11SC-1493IN Gaming Laptop ,44990,16,512,1,i5,11,13.0,11,1,0
507,MSI,MSI Pulse 17 B13VGK-666IN Gaming Laptop ,128990,8,1024,1,i7,13,4.0,11,1,0
508,Lenovo,Lenovo Ideapad Slim 3 15ITL05 81X800N1IN Laptop ,37500,8,512,1,i3,11,2.0,11,1,59
509,MSI,MSI Thin GF63 11UCX-1497IN Gaming Laptop ,44990,8,512,1,i5,11,10.0,11,1,0
510,MSI,MSI Thin GF63 11UCX-1496IN Gaming Laptop ,47990,16,512,1,i5,11,9.0,11,1,0
511,MSI,MSI Pulse 17 B13VGK-652IN Gaming Laptop ,183990,16,1024,1,i9,13,2.0,11,1,0
512,HP,HP Victus  15-fa1060TX  Gaming Laptop ,99999,16,512,1,i5,13,,11,1,0
513,HP,HP Omen 16-wf0052TX Gaming Laptop ,131490,16,512,1,i5,13,1.0,11,1,0
514,HP,HP Omen 16-u0023TX Gaming Laptop ,239299,32,1024,1,i9,13,,11,1,0
515,HP,HP Victus 15-fa1064TX Gaming Laptop ,109990,16,512,1,i7,13,1.0,11,1,0
516,Gigabyte,Gigabyte Aorus 15 9SF Gaming Laptop ,149990,16,1024,1,i5,12,,11,1,0
517,HP,HP Victus 15-fb0153AX Gaming Laptop ,50999,8,512,1,,,4.0,11,1,0
518,Asus,Asus Vivobook 15 X1504ZA-NJ325WS Laptop ,36990,8,512,1,i3,12,3.0,11,1,57
519,Asus,Asus VivoBook 14 2023 X1404ZA-NK321WS Laptop ,36990,8,512,1,i3,12,2.0,11,1,59
520,Lenovo,Lenovo IdeaPad Slim 5 82XE004RIN Laptop ,52990,16,512,1,,,8.0,11,1,0
521,Chuwi,Chuwi CoreBook X Pro Laptop ,32999,16,512,1,i5,10,,11,1,53
522,HP,HP Envy x360 13-bf0141tu Laptop ,104983,16,512,1,i7,12,1.0,11,1,0
523,HP,HP Omen 16-wd0770TX Gaming Laptop ,99390,16,512,1,i5,13,2.0,11,1,0
524,Lenovo,Lenovo IdeaPad Slim 3 82XQ008VIN Laptop ,43990,16,512,1,,,1.0,11,1,58
525,HP,HP Dragonfly G4 Laptop ,231746,16,512,1,i7,13,,11,1,0
526,Asus,Asus Vivobook Pro 15 M6500QFB-LK541WS Laptop ,69990,16,512,1,,,11.0,11,1,0
527,Asus,Asus Vivobook 16X 2023 K3605ZC-MBN741WS Laptop ,94990,16,512,1,i7,12,14.0,11,1,0
528,Acer,Acer Predator 16 NH.QLUSI.005 Laptop ,159990,16,1024,1,i9,13,1.0,11,1,0
529,Lenovo,Lenovo IdeaPad Slim 5i 82XF003CIN Laptop ,69990,16,512,1,i5,13,2.0,11,1,0
530,HP,HP Victus 15-fa0188TX Gaming Laptop ,82490,16,512,1,i7,12,2.0,11,1,0
531,Lenovo,Lenovo IdeaPad Slim 5 82XD003PIN Laptop ,64190,16,512,1,i5,13,5.0,11,1,0
532,HP,HP Victus 15-fb0134AX Gaming Laptop ,54990,16,512,1,,,3.0,11,1,0
533,Dell,Dell Inspiron 3520 IN3520KTMFJ001ORS1 Laptop ,35730,8,512,1,i3,11,8.0,11,1,58
534,HP,HP Pavilion x360 14-ek1074TU Laptop ,74990,16,512,1,i5,13,4.0,11,1,0
535,Lenovo,Lenovo LOQ 15IRH8 82XV00F6IN 2023 Gaming Laptop ,85990,16,512,1,i5,12,6.0,11,1,0
536,Lenovo,Lenovo LOQ 15IRH8 82XV00F7IN 2023 Gaming Laptop ,90990,16,512,1,i5,12,6.0,11,1,0
537,HP,HP 15s-fr2515TU Laptop ,36790,8,512,1,i3,11,1.0,11,1,0
538,Lenovo,Lenovo LOQ 15IRH8 82XV00F5IN 2023 Gaming Laptop ,79990,16,512,1,i5,12,4.0,11,1,0
539,Lenovo,Lenovo LOQ 15APH8 82XT004HIN 2023 Gaming Laptop ,83990,16,512,1,,,4.0,11,1,0
540,MSI,MSI Vector GP68HX 13VH-072IN Gaming Laptop ,284990,32,1024,1,i9,13,,11,1,0
541,Lenovo,Lenovo LOQ 15APH8 82XT004JIN 2023 Gaming Laptop ,92990,16,512,1,,,7.0,11,1,0
542,Asus,Asus Vivobook 15 X1502ZA-EJ545WS Laptop ,49990,16,512,1,i5,12,13.0,11,1,0
543,MSI,MSI Vector GP78HX 13VI-409IN Gaming Laptop ,344990,32,2048,1,i9,13,,11,1,0
544,Lenovo,Lenovo LOQ 15APH8 82XT009CIN 2023 Gaming Laptop ,101990,16,512,1,,,7.0,11,1,0
545,HP,HP Omen 16-wf0111TX Gaming Laptop ,146599,16,1024,1,i7,13,,11,1,0
546,Lenovo,Lenovo IdeaPad Slim 5 Light 14ABR8 82XS002RIN Laptop ,55890,16,512,1,,,2.0,11,1,0
547,Acer,Acer Aspire 5 A515-56G NX.AT2SI.001 Laptop ,46990,8,512,1,i5,11,,11,1,0
548,Lenovo,Lenovo LOQ 15IRH8 82XV00BQIN 2023 Gaming Laptop ,100190,16,512,1,i7,13,1.0,11,1,0
549,HP,HP Omen 16-wf0055TX Gaming Laptop ,136990,16,512,1,i7,13,1.0,11,1,0
550,HP,HP Omen 16-xf0059AX Gaming Laptop ,115999,16,512,1,,,3.0,11,1,0
551,HP,HP 240 G8 689U2PA Business Laptop ,34400,8,512,1,i3,11,10.0,11,1,0
552,Infinix,Infinix INBook X2 Plus Laptop ,40990,16,1024,1,i7,11,25.0,11,1,0
553,Acer,Acer Nitro 5 AN515-58 NH.QFHSI.008 Gaming Laptop ,65990,8,512,1,i5,12,1.0,11,1,0
554,Lenovo,Lenovo V15 82C700J2IH  Laptop ,32999,4,1024,0,,,,11,1,52
555,Acer,Acer Aspire Lite AL15-51 2023 Laptop ,33990,8,512,1,,,5.0,11,1,58
556,HP,HP 255 G8 Laptop ,25990,4,256,1,,,8.0,11,1,44
557,Lenovo,Lenovo Yoga Book 9i 2023 82YQ001DIN Laptop ,223190,16,1024,1,i7,13,,11,1,0
558,Dell,Dell Inspiron 5330 Laptop ,95990,16,512,1,i7,13,,11,1,0
559,Dell,Dell Inspiron 5330 Laptop ,84490,16,512,1,i5,13,,11,1,0
560,Dell,Dell XPS 15 9530 Laptop ,257490,16,1024,1,i7,13,,11,1,0
561,Asus,Asus Vivobook 15 X1504ZA-NJ321WS Laptop ,38990,8,512,1,i3,12,1.0,11,1,57
562,HP,HP Victus 16-D0314TX Gaming Laptop ,64500,16,512,1,i5,11,1.0,11,1,0
563,Lenovo,Lenovo Legion Y9000X 2023 Laptop ,148990,32,1024,1,i9,13,,11,1,0
564,Jio,Jio JioBook NB1112MM BLU 2023 Netbook Laptop ,14701,4,64,0,,,1.0,11,1,0
565,MSI,MSI Prestige 14 Evo B12M-472IN Laptop ,77990,16,512,1,i5,12,1.0,11,1,0
566,HP,HP Omen 16-u0005TX Gaming Laptop ,146499,16,1024,1,i7,13,13.0,11,1,0
567,Lenovo,Lenovo Legion Y9000X Laptop ,150000,5,1024,1,i9,13,,11,1,0
568,Lenovo,Lenovo IdeaPad Slim 5i 82XF003DIN Laptop ,89889,16,512,1,i7,13,,11,1,0
569,HP,HP 250 G9 821J6PA Laptop ,64990,8,512,1,i5,12,,11,1,0
570,Dell,Dell Alienware X16 Gaming Laptop ,454490,32,2048,1,i9,13,,11,1,0
571,Dell,Dell Alienware X16 R1 2023 Gaming Laptop ,323990,32,1024,1,i9,13,,11,1,0
572,MSI,MSI Modern 15 B11M-063IN Laptop ,36990,8,512,1,i3,11,21.0,11,1,59
573,MSI,MSI Modern 15 B12M-613IN Laptop ,34521,8,512,1,i3,12,2.0,11,1,58
574,Dell,Dell Alienware M18 R1 2023 Gaming Laptop ,446490,64,1024,1,i9,13,1.0,11,1,0
575,Lenovo,Lenovo Yoga 6 83B2005TIN Laptop ,74990,16,512,1,,,1.0,11,1,0
576,HP,HP 15s-fy5005TU Laptop ,42990,8,1024,1,i3,12,4.0,11,1,56
577,Asus,Asus Vivobook 16X 2023 K3605ZF-MBN741WS Laptop ,83999,16,512,1,i7,12,3.0,11,1,0
578,Asus,Asus ROG Zephyrus G16 2023 GU603ZU-N3023WS Laptop ,124990,16,1024,1,i7,12,12.0,11,1,0
579,Asus,Asus Vivobook Pro 15 M6500QC-LK542WS Laptop ,70000,16,512,1,,,,11,1,0
580,HP,HP 15s-fy5004TU Laptop ,41970,16,512,1,i3,12,3.0,11,1,57
581,Lenovo,Lenovo IdeaPad Slim 3 82XQ008GIN Laptop ,39390,8,512,1,,,3.0,11,1,57
582,Asus,Asus Vivobook 14X K3405ZFB-KM752WS Laptop ,99222,16,1024,1,i7,12,20.0,11,1,0
583,Acer,Acer Nitro 16 ‎AN16-41 Gaming Laptop ,129990,16,512,1,,,6.0,11,1,0
584,LG,LG Gram 14 2023 ‎‎14Z90R-G.CH54A2 Laptop ,96990,16,512,1,i5,13,1.0,11,1,0
585,Lenovo,Lenovo IdeaPad Flex 5 82XX007KIN Laptop ,66190,16,512,1,,,,11,1,0
586,Acer,Acer Nitro 16 ‎AN16-41 2023 Gaming Laptop ,114331,8,512,1,,,1.0,11,1,0
587,Dell,Dell Alienware m16 Gaming Laptop ,299990,32,2048,1,,,,11,1,0
588,HP,HP ZBook Firefly 14 G9 Workstation 2023 Laptop ,121867,16,512,1,i7,12,,11,1,0
589,Fujitsu,Fujitsu UH-X ‎4ZR1L12856 Laptop ,79990,16,512,1,i7,13,13.0,11,1,0
590,HP,HP 15s-fq3073TU Laptop Intel Pentium Silver N6000/ 8GB/ 512GB SSD/ Win11 Home),32990,8,512,0,,,2.0,11,1,46
591,HP,HP ZBook Firefly 14 G9 2023 Laptop ,108498,16,512,1,i5,12,,11,1,0
592,HP,HP ZBook Firefly 16 G9 Workstation PC 2023 Laptop ,125500,16,512,1,i7,12,,11,1,0
593,HP,HP ZBook Firefly 16 G9 2023 Workstation PC Laptop ,126800,16,1024,1,i5,12,,11,1,0
594,Acer,Acer Aspire Lite AL15-51 2023 Laptop ,42380,16,512,1,i5,11,,11,1,0
595,Acer,Acer Aspire Lite 2023 AL15-51 Laptop ,39349,8,512,1,i5,11,,11,1,0
596,HP,HP ZBook Studio G9 WUXGA 16 Workstation Laptop ,374088,32,1024,1,i9,12,,11,1,0
597,HP,HP ZBook Studio G9 2023 Workstation WQUXGA Laptop ,390914,32,1024,1,i9,12,,11,1,0
598,LG,LG UltraPC 16 ‎16U70R-G.AH56A2 Laptop ,76990,16,512,1,,,,11,1,0
599,HP,HP ZBook Studio G9 WUXGA Workstation Laptop ,261827,16,1024,1,i7,12,5.0,11,1,0
600,HP,HP Chromebook 15a-nb0002TU Laptop ,50990,8,256,1,,,17.0,11,1,0
601,HP,HP ZBook Studio G9 Workstation Laptop ,278764,16,1024,1,i7,12,5.0,11,1,0
602,Asus,Asus ROG Zephyrus G14 GA402NJ-L8094WS Gaming Laptop ,99990,16,512,1,,,17.0,11,1,0
603,Lenovo,Lenovo IdeaPad 1 82V6005CIN Laptop ,20990,4,256,1,,,11.0,11,1,0
604,HP,HP ZBook Studio G9 16 Workstation WQUXGA Laptop ,292347,32,1024,1,i9,12,,11,1,0
605,LG,LG gram360 16 Laptop ,149990,16,1024,1,i7,13,,11,1,0
606,LG,LG Gram 14 2023 ‎14Z90R-G.CH75A2 Laptop ,114990,16,512,1,i7,13,,11,1,0
607,Acer,Acer Nitro 5 AN515-58 UN.QFHSI.026 Gaming Laptop ,67990,16,512,1,i5,12,3.0,11,1,0
608,Walker,Walker NU14A1 Laptop ,14990,4,128,1,,,16.0,11,1,0
609,Asus,Asus Vivobook 16X 2023 K3605ZV-MB741WS Laptop ,128185,16,512,1,i7,12,18.0,11,1,0
610,Asus,Asus Vivobook 15 2023 X1504VA-NJ544WS Laptop ,70121,16,512,1,i5,13,11.0,11,1,0
611,HP,HP 255 G8 6E3Z0PA Laptop ,23990,8,512,1,,,5.0,11,1,52
612,HP,HP Omen 16-wd0880TX Gaming Laptop ,94990,16,512,1,i5,13,5.0,11,1,0
613,Dell,Dell Inspiron 14 5430 2023 Laptop ,66490,8,1024,1,i5,13,2.0,11,1,0
614,HP,HP Omen 16-wd0990TX Gaming Laptop ,95899,16,512,1,i5,13,5.0,11,1,0
615,Infinix,Infinix Zerobook 13 ZL513 2023 Laptop ,57990,32,1024,1,i7,13,15.0,11,1,0
616,Dell,Dell Inspiron 2023 14 5430 Laptop ,74490,16,1024,1,i5,13,1.0,11,1,0
617,Infinix,Infinix INBook Y1 Plus Neo 2023 XL30 Laptop ,20990,4,128,1,,,,11,1,47
618,Lenovo,Lenovo S14 Gen 3 82TW001CIH Laptop ,49990,8,512,1,i5,12,2.0,11,1,0
619,Lenovo,Lenovo IdeaPad 1 14IGL7 82V6005EIN Laptop ,23990,8,256,1,,,4.0,11,1,50
620,MSI,MSI Katana GF66 12UCOK 2023 Gaming Laptop ,69990,16,512,1,i5,12,3.0,11,1,0
621,Lenovo,Lenovo ThinkBook 15 21JF002CIN Laptop ,32450,8,512,1,,,2.0,11,1,59
622,MSI,MSI Thin GF63 11SC-1477IN Gaming Laptop ,45990,8,512,1,i5,11,3.0,11,1,0
623,Lenovo,Lenovo ThinkPad E14 21JRS00Y00 Laptop ,42990,8,512,1,,,1.0,11,1,0
624,Lenovo,Lenovo ThinkPad T14 Gen 2 20W0S16Q00 Laptop ,101499,16,512,1,i7,11,4.0,11,1,0
625,Lenovo,Lenovo IdeaPad Gaming 3 15ACH6 82K2022YIN Laptop ,63990,8,512,1,,,3.0,11,1,0
626,Asus,Asus Vivobook 15 2023 X1504VA-NJ543WS Laptop ,69934,16,512,1,i5,13,12.0,11,1,0
627,Asus,Asus Vivobook 15 OLED 2023 X1505VAU-LK543WS Laptop ,66990,16,512,1,i5,13,2.0,11,1,0
628,Lenovo,Lenovo IdeaPad Slim 3 2023 82X70033IN Laptop ,44990,8,512,1,i3,13,1.0,11,1,58
629,HP,HP Envy x360 15-fe0028TU Laptop ,96590,16,512,1,i5,13,2.0,11,1,0
630,HP,HP Envy x360 15-fh0015AU Laptop ,78890,16,512,1,,,1.0,11,1,0
631,HP,HP Envy x360 15-fe0027TU Laptop ,87990,16,512,1,i5,13,1.0,11,1,0
632,Dell,Dell Inspiron 7430 2 in 1 Laptop ,59990,8,1024,1,i3,13,,11,1,56
633,HP,HP 14-em0025AU Laptop ,43990,8,512,1,,,13.0,11,1,57
634,Asus,Asus Vivobook 15 X1502ZA-EJ523WS Laptop ,48990,8,512,1,i5,12,1.0,11,1,0
635,Asus,Asus Vivobook 14X K3405ZFB-KM541WS Laptop ,67990,16,512,1,i5,12,2.0,11,1,0
636,HP,HP Pavilion Plus ‎14-eh1047TU Laptop ,107763,16,512,1,i7,13,4.0,11,1,0
637,HP,HP Envy x360 15-ew0041TU Laptop ,83990,16,512,1,i5,12,1.0,11,1,0
638,Lenovo,Lenovo Thinkbook 15 21DJ00EXIH Laptop ,52990,8,512,1,i5,12,2.0,11,1,0
639,Lenovo,Lenovo ThinkPad E14 21JRS00U00 Laptop ,55445,16,512,1,,,3.0,11,1,0
640,Acer,Acer Aspire Lite AL15-51 UN.431SI.252 Laptop ,31980,8,512,1,i3,11,2.0,11,1,59
641,Lenovo,Lenovo IdeaPad Gaming 3 15ACH6 82K2025JIN Laptop ,49990,8,512,1,,,9.0,11,1,0
642,Lenovo,Lenovo Ideapad Gaming 3 82SB00NXIN Laptop ,56990,16,512,1,,,,11,1,0
643,MSI,MSI Modern 14 C11M-029IN Laptop ,39990,16,512,1,i5,11,3.0,11,1,0
644,HP,HP 15s-ey2001AU Laptop ,53990,16,512,1,,,2.0,11,1,0
645,Chuwi,Chuwi CoreBook X Laptop ,24990,8,512,1,i3,10,3.0,11,1,50
646,Dell,Dell Inspiron 3535 Laptop ,41490,8,512,1,,,7.0,11,1,53
647,‎HP,‎HP Zbook Power G4-A 2023 ZHAN 99 Laptop ,115706,16,1024,1,,,,11,1,0
648,HP,HP Envy 15-fe0030TU Laptop ,109990,16,512,1,i7,13,,11,1,0
649,HP,HP Envy 15-fe0032TU Laptop ,115990,16,1024,1,i7,13,,11,1,0
650,Infinix,Infinix Zerobook ZL513 2023 Laptop ,42990,16,512,1,i5,13,19.0,11,1,57
651,HP,HP 14-hr0001AU Laptop ,44990,8,512,1,,,,11,1,58
652,HP,HP 14-hr0000AU Laptop ,52990,16,512,1,,,5.0,11,1,0
653,Asus,Asus Vivobook 16X 2023 K3605ZF-MBN544WS Laptop ,64190,16,512,1,i5,12,14.0,11,1,0
654,Asus,Asus ROG Zephyrus G14 2023 GA402XU-N2045WS Gaming Laptop ,139990,16,1024,1,,,9.0,11,1,0
655,Lenovo,Lenovo ThinkBook 15 G5 21JFA00QIN Laptop ,46990,8,512,1,,,6.0,11,1,0
656,Ninkear,Ninkear A16 Gaming Laptop ,79999,32,2048,1,,,,11,1,0
657,Lenovo,Lenovo IdeaPad Gaming 3 82K2022VIN Laptop ,61990,8,512,1,,,1.0,11,1,0
658,Lenovo,Lenovo IdeaPad Gaming 3 15IHU6 82K101M5IN Laptop ,52990,16,512,1,i5,11,9.0,11,1,0
659,Dell,Dell Inspiron 7420 2in1 Laptop ,86690,16,512,1,i7,12,5.0,11,1,0
660,Lenovo,Lenovo IdeaPad 3 15ITL05 81X800N2IN Laptop ,32990,8,512,1,i3,11,9.0,11,1,59
661,Lenovo,Lenovo IdeaPad Gaming 3 15IAH7 82S9014KIN Laptop ,70990,16,512,1,i5,12,2.0,11,1,0
662,HP,HP 14-em0026AU Laptop ,44490,8,512,1,,,1.0,11,1,58
663,Asus,Asus Vivobook 16X 2023 K3605ZU-MB741WS Laptop ,79990,16,512,1,i7,12,15.0,11,1,0
664,Lenovo,Lenovo Thinkpad E14 21E3S06300 Laptop ,65500,8,512,1,i5,12,2.0,11,1,0
665,Dell,Dell Vostro 5620 Laptop ,43990,8,512,1,i3,12,,11,1,58
666,Lenovo,Lenovo ‎ThinkPad E14 Gen 4 21E3S06D00 Laptop ,49999,8,512,1,i3,12,,11,1,0
667,Lenovo,Lenovo ‎ThinkPad E14 Gen 4 21E3S08E00 Laptop ,115999,16,512,1,i7,12,3.0,11,1,0
668,Acer,Acer Aspire 3 NX.KDESI.008 Laptop ,30990,8,512,1,,,1.0,11,1,57
669,Asus,Asus TUF Gaming F15 2022 FX507ZC4-HN116W Gaming Laptop ,84800,16,512,1,i5,12,5.0,11,1,0
670,Dell,Dell Inspiron 16 5635 Laptop ,55990,8,512,1,,,4.0,11,1,0
671,HP,HP Pavilion 14-dv1043TU Laptop ,53690,8,512,1,i5,11,2.0,11,1,0
672,Lenovo,Lenovo IdeaPad Slim 3 82XQ008EIN Laptop ,32790,8,512,1,,,3.0,11,1,57
673,Razer,Razer Blade 14 2023 Gaming Laptop ,199990,32,1024,1,,,,11,1,0
674,MSI,MSI Bravo 15 C7UDXK-093IN Gaming Laptop ,74990,16,512,1,,,,11,1,0
675,Acer,Acer Aspire 5 A515-58M 2023 Gaming Laptop ,42990,8,512,1,i3,13,1.0,11,1,50
676,MSI,MSI Bravo 15 C7UCXK-094IN Gaming Laptop ,54990,16,512,1,,,6.0,11,1,0
677,Dell,Dell Latitude 3420 GD723YX17 Laptop ,43990,8,512,1,i5,11,9.0,11,1,0
678,Acer,Acer Nitro 5 AN515-58 NH.QLZSI.001 Gaming Laptop ,86990,16,512,1,i7,12,4.0,11,1,0
679,Acer,Acer Nitro 5 AN515-58 NH.QLZSI.001 Gaming Laptop ,86990,16,512,1,i7,12,4.0,11,1,0
680,Acer,Acer One 14 Z8-415 ‎2023 Laptop ,36990,16,512,1,i5,11,3.0,11,1,0
681,Asus,Asus Vivobook 15 X1504ZA-NJ521WS Laptop ,47990,8,512,1,i5,12,1.0,11,1,59
682,MSI,MSI Thin GF63 11UCX-1471IN Gaming Laptop ,47990,8,512,1,i5,11,4.0,11,1,0
683,MSI,MSI Bravo 15 C7VEK-088IN Gaming Laptop ,87980,16,1024,1,,,8.0,11,1,0
684,MSI,MSI Bravo 17 C7VEK-035IN Gaming Laptop ,94990,16,1024,1,,,1.0,11,1,0
685,MSI,MSI Bravo 15 C7VEK-089IN Gaming Laptop ,77990,16,512,1,,,9.0,11,1,0
686,Asus,Asus TUF Gaming F15 2022 FX507ZC4-HN115W Gaming Laptop ,69990,8,512,1,i5,12,3.0,11,1,0
687,HP,HP 255 G9 7M654PA Laptop ,38990,8,512,1,i3,12,16.0,11,1,0
688,Lenovo,Lenovo ThinkPad T14 2022 Laptop ,99990,16,512,1,i7,12,20.0,11,1,0
689,HP,HP Pavilion 15-eg3079TU Laptop ,65990,16,512,1,i5,13,9.0,11,1,0
690,MSI,MSI Modern 14 C12M-670IN Laptop ,60990,8,512,1,i7,12,3.0,11,1,0
691,MSI,MSI Prestige 13 Evo A12M-085IN Laptop ,77990,8,512,1,i5,12,,11,1,0
692,MSI,MSI Thin GF63 11UC-1475IN Gaming Laptop ,51790,8,512,1,i5,11,,11,1,0
693,MSI,MSI Modern 14 C12M-671IN Laptop ,49990,16,512,1,i7,12,9.0,11,1,0
694,MSI,MSI Thin GF63 11UC-1474IN Gaming Laptop ,54990,16,512,1,i5,11,4.0,11,1,0
695,Dell,Dell XPS 9530 2023 Laptop ,279490,32,1024,1,i7,13,,11,1,0
696,Dell,Dell XPS 13 Plus 9320 2023 Laptop ,201990,32,1024,1,i7,13,,11,1,0
697,Dell,Dell XPS 17 9730 Laptop ,355490,32,1024,1,i9,13,,11,1,0
698,Dell,Dell XPS 17 9730 Laptop ,303490,32,1024,1,i7,13,,11,1,0
699,Lenovo,Lenovo Legion Slim 7i 2023 Gaming Laptop ,157544,16,1024,1,i5,13,,11,1,0
700,Lenovo,Lenovo Legion Pro 7i 2023 Gaming Laptop ,286200,32,1024,1,i9,13,,11,1,0
701,Lenovo,Lenovo ThinkPad E14 G3 20Y7S08900 Laptop ,59999,8,512,1,,,3.0,11,1,58
702,Lenovo,Lenovo Thinkpad E14 G4 21E3006UIG Laptop ,67000,8,512,1,i5,12,2.0,11,1,0
703,Lenovo,Lenovo V15 G3 IAP 82TTA00UIH Laptop ,32980,8,512,1,i3,12,1.0,11,1,53
704,Lenovo,Lenovo Legion Pro 5 82WM00B5IN 2023 Gaming Laptop ,142190,16,1024,1,,,,11,1,0
705,Lenovo,Lenovo Thinkpad E14 G4 21E3S02M00 Laptop ,125000,16,512,1,i7,12,1.0,11,1,0
706,LG,LG Gram 2 in 1 16 Laptop ,205000,8,256,1,i5,13,,11,1,0
707,LG,LG Gram 16 2023 16Z90R Laptop ,142990,16,1024,1,i7,13,,11,1,0
708,LG,LG Gram 17 2023 17Z90R-G.CH77A2 Laptop ,146990,16,1024,1,i7,13,,11,1,0
709,LG,LG Gram Style 14 14Z90RS-G.CH74A2 Laptop ,150999,16,512,1,i7,13,,11,1,0
710,LG,LG UltraPC 16 16U70R-G.AH76A2 Laptop ,87990,16,512,1,,,,11,1,0
